1.2176,1.2556,1.1852,1.2468,1.2552,1.3462,1.3896,1.8524,2.3656,2.1522,1.9466,1.4724,1.2046,1.5808,1.9426,1.9318,1.283,1.1698,1.6514,2.8014,2.8624,1.9712,1.2692,1.3208,1.5474,2.1218,1.7308,2.2278,2.094,2.6948,2.1276,2.0886,2.0172,2.2506,2.6994,2.6812,2.684,2.8272,2.5426,1.9764,1.7448,1.8938,1.9172,1.8982,2.1232,1.861,1.189,1.1588,1.0548,1.0308,1.028,1.091,1.0426,1.0164,1.0248,1.0334,1.0206,1.041,1.0356,1.0374,-1
1.086,1.1804,1.1666,1.1626,1.033,1.0554,1.1138,1.4114,1.7774,2.4212,2.4684,2.0066,1.6,1.3902,1.5534,1.7474,1.5014,1.5014,1.6584,1.9742,2.3054,2.6908,2.9478,3,2.333,2.0646,1.8048,1.6888,1.8478,1.8364,1.8786,1.2324,1.8672,2.3106,2.2344,1.8746,1.8236,1.7282,1.9144,1.8734,1.5928,1.8624,1.831,1.3648,1.2974,1.0276,1.2328,1.4104,1.2138,1.0398,1.0416,1.0352,1.0394,1.042,1.0282,1.0098,1.0054,1.0324,1.0118,1.0042,-1
1.0776,1.0648,1.1376,1.1796,1.2534,1.303,1.4268,1.5226,1.5664,1.5436,1.729,1.7868,1.7686,1.9354,2.0728,1.9646,1.967,2.1724,2.5158,2.3994,2.3836,2.7266,2.8214,2.8692,2.5768,2.717,2.8522,2.416,2.1558,2.043,1.901,1.6258,1.2896,1.2092,1.364,1.3038,1.2034,1.2876,1.3972,1.4078,1.5556,1.5758,1.2662,1.228,1.262,1.2866,1.1248,1.02,1.0196,1.0262,1.0304,1.051,1.0142,1.0526,1.0158,1.0222,1.0214,1.0136,1.0194,1.0134,-1
1.0662,1.0846,1.0948,1.1636,1.167,1.1512,1.0748,1.1922,1.1096,1.0386,1.1794,1.3468,1.3872,1.5606,1.6626,2.004,2.272,2.4192,2.6666,2.746,2.6146,2.5014,2.5052,2.4596,2.2354,1.9892,1.9062,1.8198,1.908,1.8248,1.6278,1.6388,1.7384,1.7552,1.8938,1.9554,1.9432,1.9328,1.7786,1.851,1.8128,1.7424,1.7726,1.5604,1.2566,1.2234,1.2606,1.1574,1.0872,1.0448,1.0266,1.0156,1.0348,1.0352,1.0076,1.0258,1.0132,1.0088,1.0268,1.0184,-1
1.1424,1.1802,1.2552,1.2994,1.2568,1.233,1.257,1.3368,1.366,1.4254,1.5782,1.797,1.9152,2.1642,2.0054,1.386,1.5158,1.6354,1.549,2.2372,2.7916,2.4884,2.0376,1.5622,1.3546,2.3214,2.5152,2.0244,1.9402,2.0958,1.8694,1.2552,1.1692,1.1854,1.0626,1.1996,1.3562,1.3172,1.6002,1.4416,1.291,1.579,1.6406,1.2828,1.1258,1.1468,1.161,1.1216,1.113,1.0572,1.0308,1.0308,1.0312,1.0108,1.006,1.0096,1.0174,1.0202,1.019,1.0136,-1
1.0516,1.0866,1.1094,1.1362,1.1568,1.25,1.2592,1.3458,1.5588,1.5908,1.5012,1.5202,1.4498,1.423,1.254,1.2386,1.3588,1.437,1.3292,1.148,1.125,1.4762,1.9648,2.2744,2.5062,2.7918,2.9882,2.9914,2.8656,2.8688,2.7708,2.538,2.373,2.278,2.2756,2.3258,2.1966,1.913,1.6258,1.8316,1.865,1.8062,1.8402,1.9114,1.791,1.5932,1.419,1.3116,1.1768,1.053,1.0242,1.0182,1.0124,1.0038,1.009,1.0158,1.0062,1.0126,1.0096,1.01,-1
1.0818,1.0842,1.1146,1.026,1.0366,1.2038,1.2108,1.214,1.4604,1.4518,1.4746,1.6646,1.7654,1.968,2.3624,2.511,2.9044,2.9652,2.7742,2.6536,2.5122,2.6434,2.3934,2.2888,2.3896,2.6028,2.2106,2.2168,2.7754,2.7114,2.1126,1.5794,1.7276,1.9572,1.5816,1.1798,1.4086,1.3414,1.0814,1.2572,1.3162,1.4382,1.3402,1.1942,1.4434,1.5464,1.3748,1.2124,1.133,1.081,1.0226,1.0056,1.0072,1.021,1.024,1.0174,1.0122,1.0122,1.006,1.0156,1
1.0186,1.0538,1.0434,1.0678,1.061,1.2344,1.29,1.1276,1.148,1.272,1.4264,1.7476,1.7476,1.5346,1.4666,2.0734,2.4624,2.5318,2.2542,1.879,1.866,1.8652,2.1088,2.472,2.7178,2.7978,2.884,2.8802,2.8758,2.715,2.4568,2.34,2.5094,2.7546,2.9838,2.9844,2.8838,2.6776,2.321,1.9632,1.5834,1.3538,1.2272,1.1402,1.3156,1.3876,1.2212,1.1386,1.0352,1.041,1.0618,1.0424,1.0182,1.0112,1.0172,1.0184,1.014,1.0232,1.012,1.022,1
1.0216,1.0172,1.0116,1.092,1.1504,1.1774,1.203,1.0988,1.0944,1.0786,1.2212,1.2824,1.4404,1.5952,1.8232,1.9508,2.078,2.2558,2.412,2.5836,2.8986,3,2.929,2.8864,2.7316,2.579,2.3002,1.8984,1.9478,2.2306,1.9858,1.639,1.747,1.6672,1.2104,1.1342,1.0758,1.0922,1.3388,1.4338,1.3354,1.1288,1.0318,1.1556,1.1306,1.042,1.1018,1.0774,1.0524,1.0202,1.0322,1.0058,1.0156,1.0228,1.0166,1.0116,1.0006,1.0046,1.0052,1.0054,1
1.0506,1.1616,1.1014,1.0488,1.3448,1.7646,1.7458,1.7166,1.6858,1.4394,1.5306,1.6446,2.1164,2.3832,2.5886,2.4304,1.7024,1.4016,1.5352,1.8598,2.056,1.6978,1.286,2.0906,2.2676,2.5424,2.3676,2.603,2.6146,2.662,2.5584,2.0098,1.2826,1.5534,2.0168,1.9574,1.2712,1.4598,1.5578,1.7666,1.5866,1.231,1.341,1.2588,1.1818,1.16,1.1134,1.0396,1.0228,1.0302,1.017,1.0356,1.0146,1.0158,1.0076,1.0232,1.0066,1.0078,1.0162,1.0106,1
1.073,1.3264,1.3272,1.2842,1.226,1.2612,1.4224,1.4536,1.5984,1.747,1.6084,1.0774,1.5358,2.0794,2.2408,2.4514,2.67,2.3776,1.89,1.7842,2.121,2.509,2.6622,3,2.7524,2.4184,2.4018,2.0028,1.7884,1.8912,1.8144,1.1546,1.2846,1.0802,1.7194,2.3694,2.4152,1.7194,1.1224,1.6054,1.7932,1.7736,1.476,1.4118,1.4576,1.3408,1.3174,1.3584,1.2044,1.0302,1.0446,1.022,1.0142,1.041,1.0328,1.0126,1.0156,1.0188,1.022,1.0136,1
1.1308,1.1298,1.1474,1.2264,1.4964,1.2514,1.3594,1.1978,1.492,1.6844,1.4256,1.2754,1.8064,2.1368,1.4796,1.8662,2.1908,2.1544,2.6352,2.767,2.0496,2.2746,2.675,2.3398,2.5512,2.75,2.66,2.3792,1.6744,2.281,2.4276,2.6404,2.3314,2.0508,1.592,1.1408,1.194,1.7882,2.2056,1.7042,1.7848,1.9616,1.9204,1.8328,2.0876,2.1298,1.639,1.4968,1.2598,1.165,1.0486,1.042,1.0722,1.0478,1.0894,1.0788,1.071,1.088,1.0486,1.0196,-1
1.0394,1.0788,1.0768,1.0152,1.0502,1.1258,1.1494,1.1156,1.2714,1.339,1.3468,1.494,1.6282,1.6594,1.5518,1.4112,1.2324,1.3768,1.678,1.7852,1.8564,2.0836,2.2896,2.4446,2.5706,2.5968,2.7694,2.9164,2.798,2.3662,2.2216,2.096,2.0116,1.8952,1.4802,1.281,1.3544,1.3484,1.6652,1.8042,1.6018,1.415,1.2412,1.051,1.0596,1.1382,1.1562,1.1554,1.0738,1.0114,1.0182,1.0268,1.0194,1.0084,1.0116,1.0144,1.0082,1.009,1.0094,1.0108,-1
1.0324,1.0506,1.0524,1.0772,1.129,1.0944,1.2112,1.2776,1.1196,1.2668,1.5938,1.9508,2.1354,2.138,2.2842,2.4974,2.7998,3,2.938,2.8064,2.537,2.3996,2.3288,2.1928,1.7422,1.1842,1.0962,1.1752,1.208,1.3428,1.6528,1.9224,1.7878,2.01,1.9666,1.7022,1.4638,1.8058,1.7352,1.302,1.149,1.279,1.3104,1.0754,1.1272,1.0886,1.0528,1.0446,1.0374,1.0154,1.0274,1.0142,1.0164,1.0464,1.0396,1.0148,1.007,1.02,1.0096,1.0038,-1
1.0178,1.0548,1.0496,1.0474,1.0448,1.169,1.2976,1.2448,1.3138,1.4238,1.6006,1.6188,1.5486,1.5094,1.374,1.2904,1.2914,1.4858,1.6518,1.7358,1.671,1.62,1.7828,2.056,2.2818,2.5414,2.7508,3,2.9612,2.3938,1.9946,2.004,2.0718,1.7684,1.3696,1.2298,1.314,1.2622,1.3166,1.5262,1.6206,1.9024,1.757,1.2538,1.2918,1.2184,1.297,1.277,1.1432,1.0352,1.0398,1.0192,1.0206,1.0186,1.005,1.0088,1.0042,1.0138,1.012,1.0036,-1
1.0188,1.1222,1.2272,1.2406,1.0806,1.2454,1.499,1.9132,2.3174,2.0158,1.67,1.1668,1.6008,1.7914,1.7538,1.7656,1.2494,1.2726,1.5356,2.8376,2.9558,1.6472,1.3888,1.3748,1.177,1.6886,1.5906,2.1816,1.9128,2.4668,1.3938,1.558,2.2424,2.7362,2.7242,2.876,2.6654,2.896,2.3442,1.8872,2.0326,1.7618,1.3114,1.2898,1.5324,1.3612,1.3398,1.5118,1.2258,1.0402,1.096,1.0468,1.035,1.0704,1.0316,1.0652,1.0402,1.0336,1.049,1.0308,-1
1.026,1.0012,1.0176,1.0912,1.105,1.1556,1.1862,1.1882,1.3422,1.2966,1.3064,1.22,1.178,1.2472,1.2394,1.229,1.4274,1.5676,1.728,2.086,2.3346,2.5958,2.8546,2.8054,2.8384,3,2.9642,2.8184,2.6368,2.3924,2.18,2.0894,2.0284,2.0778,2.1062,2.0636,1.9652,1.758,1.3662,1.35,1.3358,1.1348,1.1218,1.075,1.1066,1.0556,1.0358,1.0228,1.0146,1.0232,1.0184,1.0156,1.0082,1.0026,1.0022,1.009,1.0078,1.0044,1.0046,1.0032,1
1.0232,1.0358,1.0898,1.2192,1.3826,1.1848,1.1522,1.2184,1.1514,1.2012,1.5,1.7976,1.7618,1.9506,2.233,2.2928,2.6048,2.8416,2.9664,2.9268,2.7292,2.665,2.6552,2.6014,2.2204,1.9706,1.871,1.8614,1.8798,1.7666,1.6064,1.607,1.6394,1.4584,1.4262,1.4694,1.6402,1.891,1.731,1.543,1.3494,1.3562,1.4398,1.2112,1.1146,1.0614,1.0474,1.094,1.0204,1.0114,1.0062,1.0326,1.0198,1.0168,1.054,1.0554,1.0194,1.0108,1.0296,1.0184,-1
1.0586,1.0756,1.0514,1.0124,1.026,1.1224,1.179,1.2214,1.1946,1.1502,1.1056,1.2418,1.3526,1.4078,1.5454,1.4642,1.5352,1.5868,1.659,1.982,2.0804,2.2514,2.3652,2.5054,2.7008,2.7876,2.9856,2.8268,2.416,2.2636,2.2252,1.9276,1.5594,1.3442,1.333,1.5122,1.547,1.6418,1.5448,1.376,1.3104,1.5044,1.4242,1.3602,1.2946,1.1362,1.2182,1.1838,1.0794,1.0186,1.0152,1.013,1.0144,1.0216,1.0102,1.0204,1.0082,1.011,1.01,1.0174,1
1.0442,1.013,1.0328,1.0974,1.1038,1.1698,1.1624,1.3666,1.4456,1.362,1.5098,1.5968,1.5248,1.3786,1.1336,1.5332,1.8548,2.2582,2.5564,2.5372,2.6198,2.6986,2.888,2.89,2.931,2.609,1.9938,1.792,1.7712,2.1148,2.4618,2.7098,2.885,2.7452,2.3346,1.9388,1.3092,1.3496,1.7214,2.0416,2.0354,1.7404,1.448,1.1632,1.079,1.157,1.2104,1.2068,1.1528,1.0432,1.0334,1.0178,1.0102,1.003,1.015,1.0116,1.0032,1.014,1.0148,1.0076,-1
1.1712,1.0908,1.0764,1.0406,1.077,1.1068,1.428,1.622,1.5674,1.5502,1.5414,1.1892,1.204,1.9038,2.3474,2.3398,2.4132,2.1264,1.757,1.5442,2.0594,2.5394,2.7286,2.8608,2.8744,2.2494,2.2048,2.362,2.0094,2.155,1.9508,1.48,1.5558,1.3994,2.061,2.4818,2.555,1.8848,1.2832,1.7016,1.8964,1.8416,1.6108,1.447,1.5222,1.5596,1.4784,1.4042,1.2652,1.0716,1.0256,1.0344,1.0276,1.0158,1.0074,1.0102,1.0516,1.0204,1.0074,1.0074,1
1.025,1.0304,1.0436,1.035,1.0724,1.1392,1.1746,1.1232,1.2504,1.2604,1.1776,1.1,1.1256,1.2548,1.1602,1.1484,1.4096,1.59,1.6386,1.9134,2.1918,2.4202,2.645,2.685,2.813,2.9604,3,2.7504,2.5166,2.3232,2.1572,2.0256,1.9552,1.9988,2.0394,2.0142,1.9154,1.701,1.369,1.378,1.3934,1.2082,1.11,1.0984,1.1244,1.101,1.0494,1.0438,1.0204,1.0094,1.0038,1.0082,1.0148,1.006,1.01,1.0096,1.0034,1.0082,1.0172,1.0116,1
1.0456,1.0212,1.026,1.1684,1.2234,1.3012,1.3552,1.1994,1.2856,1.4454,1.5242,1.6218,1.5718,1.6632,1.751,1.8998,1.953,2.2508,2.4608,2.7404,2.8698,2.9228,2.8252,2.8886,3,2.891,2.763,2.504,2.4136,2.1972,1.7714,1.502,1.4324,1.1936,1.2646,1.2688,1.45,1.6488,1.7878,1.7612,1.6516,1.7308,1.5966,1.3558,1.307,1.2398,1.1918,1.153,1.1298,1.0626,1.037,1.0196,1.0356,1.0154,1.0148,1.019,1.011,1.009,1.0126,1.0078,-1
1.0434,1.0304,1.0692,1.0692,1.0968,1.1052,1.1546,1.1724,1.2902,1.422,1.4686,1.4174,1.329,1.3378,1.33,1.3934,1.5868,1.7418,1.8618,1.8322,2.0232,2.3002,2.5434,2.6982,2.8208,2.7824,2.6378,2.3558,2.0736,2.0414,2.1302,2.1498,2.05,1.851,1.666,1.4662,1.2902,1.3296,1.5388,1.746,1.8934,1.8266,1.7486,1.6042,1.4138,1.358,1.3378,1.2682,1.1538,1.0444,1.041,1.0246,1.0134,1.0022,1.0052,1.0098,1.0058,1.0044,1.0044,1.0064,-1
1.0498,1.0238,1.0554,1.152,1.2436,1.3076,1.2384,1.2458,1.4238,1.5062,1.571,1.5922,1.6682,1.8574,2.041,2.2174,2.4472,2.5154,2.5452,2.6196,2.799,2.8494,2.873,2.9706,2.9552,3,2.9792,2.8152,2.4612,2.1516,1.8938,1.7438,1.4158,1.191,1.0976,1.2812,1.5108,1.4108,1.3228,1.4464,1.3546,1.4586,1.5042,1.2928,1.1346,1.193,1.2984,1.2256,1.0926,1.0386,1.028,1.0054,1.0136,1.03,1.0024,1.0266,1.0096,1.0488,1.0154,1.0148,-1
1.0422,1.0638,1.083,1.0572,1.0242,1.0876,1.2598,1.278,1.139,1.1136,1.1738,1.387,1.2956,1.3742,1.3988,1.6566,2.3722,2.1628,1.5,1.3468,1.6726,2.1176,2.3184,2.4024,2.6198,2.7802,2.749,2.5774,2.745,2.8752,2.784,2.5016,2.3664,2.522,2.8034,3,2.8246,2.4776,2.183,1.8114,1.6038,1.4662,1.5862,1.4596,1.4782,1.382,1.2192,1.06,1.0342,1.0766,1.0106,1.018,1.0084,1.0306,1.0212,1.004,1.021,1.0098,1.014,1.016,1
1.047,1.0582,1.1498,1.1038,1.0454,1.1668,1.1354,1.4004,1.5752,1.7348,1.5948,1.1674,1.3824,2.008,2.2704,2.3608,2.501,2.319,1.9018,1.5928,1.8038,2.3588,2.6594,3,2.648,2.423,2.5452,2.2248,1.9872,2.1296,1.9812,1.364,1.3622,1.2214,1.9206,2.33,2.2846,1.4332,1.3902,1.9894,1.985,1.8082,1.4804,1.2784,1.3558,1.3892,1.3446,1.3044,1.1858,1.0358,1.0484,1.0166,1.0074,1.019,1.021,1.006,1.0264,1.0136,1.0216,1.018,1
1.0402,1.033,1.0688,1.066,1.0794,1.0886,1.1368,1.1806,1.3478,1.5142,1.5862,1.6216,1.7206,1.6004,1.5436,1.4014,1.3602,1.4468,1.7136,2.0984,2.4418,2.6636,2.7728,2.904,2.9274,3,2.9346,2.7328,2.5792,2.269,2.0702,1.8112,1.5126,1.5788,1.7176,1.8592,1.9546,1.9032,1.753,1.6102,1.3842,1.2368,1.3968,1.314,1.132,1.2588,1.1594,1.0104,1.0466,1.0304,1.025,1.0108,1.0114,1.0274,1.0218,1.007,1.0112,1.021,1.0164,1.0072,-1
1.0514,1.0894,1.0776,1.0478,1.263,1.2646,1.3216,1.429,1.1694,1.1122,1.1782,1.1722,1.3062,1.3048,1.3698,1.5742,1.4018,1.5496,2.0034,1.4344,1.9956,2.053,1.7294,2.1536,2.0322,2.143,1.8012,1.73,2.337,2.7318,2.6104,1.8164,1.6758,2.0184,2.3552,2.4626,2.2124,2.408,2.7698,2.7958,2.5502,2.4494,2.5466,2.5524,2.2018,1.9028,1.6192,1.3718,1.1912,1.0412,1.0412,1.0192,1.0306,1.0192,1.0262,1.0396,1.005,1.0398,1.051,1.036,1
1.052,1.0384,1.0508,1.0122,1.0704,1.1402,1.2526,1.216,1.3046,1.326,1.206,1.4374,1.3084,1.526,1.588,1.5956,1.1398,1.2802,1.598,1.783,1.7196,1.4806,1.8416,2.135,2.2188,2.2646,2.3098,2.5346,3,2.6926,2.1018,1.8888,2.0338,1.8536,1.3604,1.1582,1.107,1.3812,1.5122,1.4306,1.5538,1.5682,1.3466,1.163,1.067,1.1866,1.2036,1.0618,1.0416,1.0636,1.0264,1.0236,1.024,1.0102,1.014,1.003,1.007,1.0016,1.0088,1.0154,1
1.0402,1.0232,1.0246,1.049,1.1094,1.0416,1.1782,1.1672,1.267,1.2398,1.3484,1.2774,1.4084,1.516,1.5232,1.4194,1.5064,1.6426,1.8654,1.952,2.0656,2.2114,2.3392,2.4952,2.786,2.881,3,2.957,2.6946,2.5278,2.3402,1.9978,1.7436,1.4392,1.2832,1.536,1.526,1.6208,1.6784,1.4246,1.234,1.531,1.4406,1.3082,1.2928,1.2088,1.245,1.149,1.098,1.0448,1.0064,1.0152,1.009,1.0112,1.015,1.0074,1.009,1.0058,1.0016,1.0036,1
1.054,1.0326,1.0682,1.0494,1.1644,1.2512,1.2646,1.3168,1.4034,1.4244,1.442,1.4798,1.5928,1.8122,2.019,2.1024,2.3226,2.3608,2.304,2.3576,2.5622,2.6738,2.7938,2.9712,3,2.879,2.7834,2.621,2.3656,2.1144,1.8602,1.6678,1.407,1.1596,1.1618,1.305,1.5252,1.4912,1.396,1.4824,1.4818,1.3802,1.4154,1.3534,1.2238,1.1558,1.2688,1.192,1.1196,1.066,1.0394,1.0378,1.0408,1.017,1.0086,1.0184,1.0276,1.0188,1.021,1.0186,-1
1.0404,1.0208,1.065,1.0478,1.1614,1.3058,1.2308,1.1216,1.2634,1.274,1.1686,1.0538,1.2508,1.6092,2.1168,2.5946,2.6682,2.6114,2.7232,2.7538,2.8826,2.8806,2.8818,3,2.945,2.8618,2.8702,2.4634,1.8842,1.6488,1.8322,1.9222,1.8062,1.6,1.4918,1.2696,1.5082,1.451,1.3196,1.297,1.169,1.1138,1.171,1.2524,1.2306,1.114,1.0852,1.085,1.047,1.0012,1.0376,1.0254,1.0162,1.0134,1.0086,1.013,1.0098,1.0108,1.0146,1.0108,1
1.0588,1.0246,1.0234,1.0226,1.0994,1.1996,1.2652,1.2234,1.5968,1.6946,1.8462,2.0088,2.0474,1.8796,1.6472,1.5912,1.6572,1.6462,1.9056,2.2678,2.4088,2.6628,2.6898,2.7024,2.8276,2.997,3,2.5088,1.9322,1.7848,1.7698,1.9348,1.849,1.619,1.1504,1.577,1.8144,1.634,1.5726,1.5268,1.1082,1.3748,1.6918,1.9292,1.8732,1.5162,1.2638,1.101,1.0224,1.0118,1.0082,1.0112,1.0208,1.0158,1.0028,1.0108,1.003,1.0012,1.0162,1.0086,-1
1.0434,1.068,1.0784,1.0472,1.2162,1.2328,1.2796,1.2018,1.2294,1.3554,1.8158,1.8226,1.7946,2.0156,2.3018,2.6146,2.9638,3,2.8814,2.6904,2.6212,2.692,2.2424,2.163,2.549,2.6408,2.1202,1.5978,2.0018,2.3256,2.1506,1.811,1.7492,1.6962,1.316,1.2844,1.426,1.3732,1.2006,1.4792,1.4482,1.4058,1.142,1.3212,1.3338,1.34,1.3658,1.2806,1.1012,1.0448,1.019,1.0062,1.0206,1.0156,1.0154,1.0188,1.0062,1.006,1.0026,1.0138,1
1.0134,1.0192,1.0048,1.0116,1.0394,1.1236,1.0864,1.1902,1.1672,1.236,1.1956,1.1818,1.1312,1.1186,1.1664,1.2594,1.4076,1.7622,1.8902,2.0448,2.1822,2.3132,2.2616,2.1996,1.9916,2.1294,2.3812,2.7026,3,2.8332,2.5352,2.2354,2.0936,2.1032,2.0926,2.103,1.9122,1.6932,1.6768,1.5706,1.5004,1.3282,1.321,1.2982,1.2652,1.1374,1.1204,1.1122,1.0612,1.0308,1.0058,1.0096,1.0046,1.004,1.008,1.0038,1.0068,1.0068,1.0102,1.0062,1
1.047,1.044,1.0334,1.1032,1.1492,1.2242,1.2516,1.3434,1.6148,1.6398,1.5892,1.4968,1.502,1.3612,1.2826,1.6038,1.727,1.7774,1.596,1.4438,1.3248,1.2686,1.4092,1.7582,2.1542,2.509,2.6812,2.7094,2.8072,3,2.9292,2.5824,2.2824,2.1972,2.367,2.5542,2.6168,2.4852,2.259,2.1416,1.8866,1.6722,1.759,1.99,1.8746,1.4808,1.2256,1.3308,1.1866,1.045,1.0428,1.0442,1.0304,1.0166,1.0116,1.0046,1.0114,1.0104,1.0054,1.0042,-1
1.0908,1.0944,1.1394,1.2042,1.2794,1.2986,1.2974,1.1542,1.2342,1.335,1.5598,1.6646,1.8024,1.8592,2.07,2.0822,2.374,2.609,2.8388,2.8338,3,2.9944,2.8186,2.5836,2.341,2.0648,1.7144,1.4968,1.6322,1.755,1.6276,1.3426,1.5874,2.0468,2.1852,2.0874,1.9032,1.6758,1.643,1.4356,1.3348,1.5268,1.596,1.4074,1.231,1.1838,1.1764,1.0456,1.076,1.0284,1.0274,1.024,1.0084,1.0476,1.0258,1.0168,1.0436,1.0642,1.0308,1.0106,-1
